Date,Open,High,Low,Close,Volume,bitcoin,blockchain,bitcoinrise,buy bitcoin,sell bitcoin
2015-04-13,235.95,236.935,221.996,224.587,31181800,1.74,2.19,0,1.46,0.94
2015-04-14,224.759,224.976,216.323,219.159,31719000,1.68,1.86,0,1.26,0
2015-04-15,219.073,223.833,218.649,223.833,22562000,1.72,1.44,5,0.92,0
2015-04-16,223.917,229.672,223.917,228.573,24805400,1.7,2.22,0,0.56,0
2015-04-17,228.575,228.906,221.942,222.882,20429800,1.88,0.66,0,1.52,0
2015-04-18,222.853,224.316,220.876,223.356,12939000,1.54,0.93,0,0.22,1.12
2015-04-19,223.456,226.353,222.373,222.6,15021500,1.68,1.5,0,0.86,1.1
2015-04-20,222.612,226.351,221.977,224.626,18364700,1.78,3,0,1.28,1.86
2015-04-21,224.62,235.269,224.301,235.269,24978000,1.66,1.29,2.5,1.48,1.9
2015-04-22,235.602,237.909,233.476,234.176,23847900,1.86,1.89,0,1.46,1.86
2015-04-23,234.053,236.475,233.199,236.462,17036000,1.92,1.59,0,0.74,0
2015-04-24,235.97,236.305,229.933,231.268,21448700,1.7,1.14,0,0.96,0
2015-04-25,231.235,232.561,226.337,226.39,13957200,1.66,2.04,0,1.3,0
2015-04-26,226.41,226.944,214.874,219.43,28943700,1.7,2.76,0,1.28,1.1
2015-04-27,219.429,233.305,218.023,229.286,38574000,1.78,1.71,0,1.28,0
2015-04-28,228.969,229.495,223.069,225.855,21469200,1.4,1.68,0,0.88,0.92
2015-04-29,225.591,227.04,223.43,225.808,18936500,1.9,1.59,0,1.66,0.94
2015-04-30,225.693,239.563,224.993,236.145,33818600,1.8,1.95,0,0.94,0
2015-05-01,235.939,238.966,232.079,232.079,18815300,1.62,1.41,0.96,1.64,0
2015-05-02,232.341,235.727,232.341,234.93,12535500,1.2,0.99,0,1.72,0
2015-05-03,234.88,243.24,234.083,240.358,18494100,1.4,0.99,0,0.98,1.14
2015-05-04,240.356,242.638,237.81,239.018,21223400,1.58,1.53,0.84,0.84,1.96
2015-05-05,238.852,239.204,232.054,236.121,23929100,1.4,1.65,0,1.02,0
2015-05-06,236.249,236.454,229.231,229.782,29587200,1.4,1.77,0,1.42,0
2015-05-07,229.662,239.105,228.573,237.334,29064400,1.4,0.96,0,0.62,0.98
2015-05-08,237.204,246.275,236.274,243.863,27445500,1.54,2.16,0,0.66,1.02
2015-05-09,243.769,247.804,239.639,241.832,19790500,1.44,2.34,0,1.24,1.16
2015-05-10,241.729,244.068,238.849,240.296,15019100,1.3,2.52,0,2,1.16
2015-05-11,240.299,244.27,239.376,242.158,20892300,1.5,2.73,0.84,1.02,0
2015-05-12,242.145,242.881,240.099,241.112,19282600,1.48,2.19,0,1.04,0.98
2015-05-13,241.398,243.704,235.045,236.377,27180100,1.42,1.5,0,0.62,0.96
2015-05-14,236.214,237.799,234.057,236.929,24413700,1.8,1.53,0,1.86,0.96
2015-05-15,236.955,238.753,236.795,237.605,16329400,1.62,2.01,0,1.5,0
2015-05-16,237.644,237.697,235.295,236.153,11089700,1.54,0.81,0,0.24,0
2015-05-17,236.01,238.025,236.01,236.802,11134300,1.54,1.44,0,0.48,0
2015-05-18,236.887,237.21,232.46,233.128,16780300,1.62,1.5,0,1.4,0
2015-05-19,233.037,234.151,231.817,231.947,14241900,1.56,1.74,0,0.8,0
2015-05-20,231.89,234.683,231.842,234.018,15499400,1.88,1.23,0,0.82,1.9
2015-05-21,234.016,236.242,233.835,235.344,15108900,1.44,1.26,0,1.64,0
2015-05-22,235.321,240.969,235.06,240.348,27003000,1.58,1.71,0.87,1.08,1.02
2015-05-23,240.286,241.025,238.691,238.872,14605000,1.46,0.84,1.02,1.74,0
2015-05-24,238.976,241.978,238.811,240.953,11508000,1.8,2.16,0,1.96,0
2015-05-25,240.927,241.021,236.637,237.11,14423900,1.22,1.86,0,1.06,0
2015-05-26,237.104,238.242,235.692,237.116,16425000,1.5,1.2,0,1.6,0
2015-05-27,237.065,238.636,236.695,237.283,18837000,1.52,1.47,0,1.02,0.96
2015-05-28,237.257,237.824,236.652,237.408,13829600,1.38,0.69,0,0.82,0
2015-05-29,237.377,237.522,235.731,237.096,14805000,1.7,3,0,0.86,2
2015-05-30,237.092,237.093,232.046,233.345,14098600,2,1.17,3,0.98,0
2015-05-31,233.135,233.252,229.542,230.19,14730800,1.6,1.32,0,0.98,0
2015-06-01,230.233,231.713,221.296,222.926,26090500,1.22,1.35,0,1.24,0
2015-06-02,222.894,226.416,222.419,225.803,20459000,1.24,1.62,2.46,1.08,1.26
2015-06-03,225.736,227.404,223.93,225.874,17752400,1.22,3,0,1.08,0
2015-06-04,225.772,226.581,224.054,224.324,14728100,1.02,1.41,0,0.96,0.66
2015-06-05,224.154,225.968,223.179,224.952,18056500,0.84,1.32,5.34,0.82,0
2015-06-06,225.005,225.719,224.379,225.619,11131500,0.92,3,0,0.56,0.78
2015-06-07,225.596,226.194,222.652,222.881,13318400,1.08,2.31,6,1.12,0.76
2015-06-08,222.879,229.464,222.839,228.489,23378400,1.04,2.82,0,0.92,0.62
2015-06-09,228.538,230.954,227.929,229.048,28353100,1.04,1.23,0,1.24,0.62
2015-06-10,228.995,229.782,228.01,228.803,15904800,1.18,2.31,0,0.92,0
2015-06-11,228.855,230.287,228.767,229.705,14416000,0.96,2.64,0,0.64,1.28
2015-06-12,229.705,231.057,229.313,229.982,14017700,0.86,1.17,0,1.82,0
2015-06-13,229.92,232.652,229.21,232.402,13305300,1.06,1.68,0,0.94,1.54
2015-06-14,232.442,234.858,232.004,233.543,12165900,1.02,1.14,2.94,0.36,0
2015-06-15,233.422,237.836,233.422,236.823,19912100,1.2,1.5,0,0.92,0
2015-06-16,236.765,251.742,236.122,250.895,41612000,1.28,1.2,0,0.92,0
2015-06-17,250.823,256.853,246.476,249.284,43858400,1.2,2.31,0,2,0.62
2015-06-18,249.428,252.108,244.127,249.007,30980200,2,1.11,2.52,1.26,0
2015-06-19,249.043,250.977,243.787,244.606,23965300,1.32,2.76,0,1.32,1.34
2015-06-20,244.53,245.828,240.627,245.212,20608100,1.3,1.32,0,1.5,0.76
2015-06-21,245.1,245.224,241.882,243.944,10600900,1.14,2.46,3,1.48,0
2015-06-22,243.969,247.917,243.779,246.99,17692500,1.12,1.38,0,0.46,1.26
2015-06-23,246.927,247.304,243.133,244.296,15108700,1.06,2.19,0,0.94,0
2015-06-24,244.282,244.341,240.515,240.515,17344900,0.78,1.8,0,1.08,0
2015-06-25,240.365,243.332,240.365,242.799,16133100,1.26,1.68,0,0.64,0
2015-06-26,242.604,243.749,241.553,243.594,13983500,0.86,2.16,0,0.66,2
2015-06-27,243.549,251.339,243.117,250.99,20488600,1.26,1.32,0,1.14,0.78
2015-06-28,250.955,251.172,247.434,249.011,15137600,0.96,1.98,0,0.76,0
2015-06-29,248.721,257.173,248.581,257.064,34742900,1.36,2.34,2.52,0.94,0.64
2015-06-30,257.036,267.867,255.946,263.072,44533800,1.66,2.34,2.52,1.24,0
2015-07-01,263.345,265.172,255.774,258.621,27029800,3,2.2,0,1.02,0.6
2015-07-02,258.552,261.631,254.116,255.412,21551900,2.64,1.76,0,1.02,0.6
2015-07-03,255.459,257.077,253.505,256.336,19033800,2.25,1.32,0,1.53,0
2015-07-04,256.491,261.457,254.2,260.886,15620400,2.25,2.32,0,1.74,0
2015-07-05,260.805,274.506,258.701,271.913,44156100,2.82,2.68,0,1.71,0
2015-07-06,271.108,277.422,267.6,269.03,49154800,2.76,3.08,0,2.58,1.14
2015-07-07,269.963,271.341,264.832,266.207,28857600,2.82,2.32,0,3,0
2015-07-08,265.982,272.971,264.386,270.785,36980200,2.85,2.16,0,3,0
2015-07-09,270.827,272.335,267.086,269.228,40301200,2.64,1.72,0,1.65,0
2015-07-10,269.156,294.591,268.802,284.894,100390000,2.79,2.12,5.16,1.47,0
2015-07-11,284.88,298.506,283.53,293.115,41109900,2.7,1.68,6,1.23,1.41
2015-07-12,293.14,314.394,292.505,310.867,56405000,2.85,3.36,0,0.96,0.69
2015-07-13,310.827,310.948,281.011,292.054,62053900,2.67,2.88,4.86,1.2,0
2015-07-14,292.034,296.147,286.638,287.464,28727200,2.58,2.32,0,0.6,0
2015-07-15,288.045,293.248,285.367,285.829,27486600,2.25,2.52,0,1.62,0.57
2015-07-16,286.042,291.183,275.24,278.089,49482600,2.79,2.72,0,1.47,0
2015-07-17,278.091,280.28,272.043,279.472,27591400,2.01,1.84,0,0.87,0.63
2015-07-18,279.331,282.527,274.075,274.901,25187100,2.16,1.4,0,1.05,0.75
2015-07-19,274.767,275.67,272.513,273.614,15332500,2.34,1.8,0,0.51,3
2015-07-20,273.499,278.981,272.96,278.981,22711400,2.34,3.76,0,1.29,1.23
2015-07-21,278.882,280.547,275.419,275.833,22930700,2.37,1.92,0,1.44,0.6
2015-07-22,275.657,277.666,274.381,277.222,19389800,2.19,2.2,5.04,2.64,0.6
2015-07-23,277.341,278.111,275.716,276.049,18531300,2.22,0.92,0,1.02,0
2015-07-24,276.005,289.253,275.254,288.278,37199400,2.55,1.76,0,1.47,0
2015-07-25,288.164,290.733,286.002,288.697,20662200,2.07,1.12,0,0.96,0.69
2015-07-26,288.64,293.052,287.706,292.686,16032300,2.04,1.48,0,1.92,0.69
2015-07-27,292.639,297.774,287.45,293.624,30592000,2.58,2.16,4.92,2.58,0.57
2015-07-28,293.633,296.649,293.423,294.427,25453600,2.28,4,0,1.2,0
2015-07-29,294.484,294.536,288.777,289.59,24672600,2.31,3.28,0,1.02,0.57
2015-07-30,289.103,290.126,286.568,287.722,21635800,2.1,1.56,5.04,0.81,0
2015-07-31,287.696,288.959,282.344,284.65,23629100,2.16,2.6,0,2.31,0.6
2015-08-01,284.686,284.932,278.112,281.601,18995000,2.88,2.36,0,1.41,0
2015-08-02,280.449,283.032,277.529,282.614,17722200,2.19,2.72,0,0.57,0
2015-08-03,282.806,285.471,280.233,281.227,21474100,2.19,3.04,2.04,3,0.68
2015-08-04,281.225,285.715,281.225,285.218,21908700,2.19,2.56,2,0.93,0
2015-08-05,284.847,285.501,281.488,281.882,20128000,2.16,2.44,2.04,1.41,0
2015-08-06,281.906,281.906,278.403,278.577,18792100,1.95,3.04,0,2.61,0.7
2015-08-07,278.741,280.392,276.366,279.585,42484800,1.89,1.28,0,1.95,0
2015-08-08,279.742,279.928,260.71,260.997,58533000,2.4,1.96,2.4,2.22,0.82
2015-08-09,261.116,267.003,260.468,265.083,23789600,2.07,1.44,0,0.27,0
2015-08-10,265.478,267.032,262.596,264.47,20979400,1.95,1.36,0,1.38,0
2015-08-11,264.342,270.386,264.094,270.386,25433900,1.95,2.12,0,1.38,0.68
2015-08-12,270.598,270.673,265.469,266.376,26815400,1.8,1.96,0,1.65,1.4
2015-08-13,266.183,266.232,262.841,264.08,27685500,2.04,2.28,0,2.58,0.7
2015-08-14,264.132,267.466,261.478,265.68,27091200,1.8,3.44,0,1.44,0
2015-08-15,265.529,266.667,261.296,261.551,19321100,1.98,1.28,0,1.92,0
2015-08-16,261.866,262.44,257.041,258.507,29717000,1.95,1.96,2.4,1.65,0
2015-08-17,258.49,260.505,257.117,257.976,21617900,1.86,2.56,0,1.86,0.68
2015-08-18,257.926,257.993,211.079,211.079,42147200,2.43,4,1.96,2.52,1.36
2015-08-19,225.671,237.409,222.766,226.684,60869200,3,1.92,0,1.83,0
2015-08-20,226.899,237.365,226.899,235.35,32275000,2.34,2.4,4,2.31,1.38
2015-08-21,235.355,236.432,231.724,232.569,23173800,2.58,2,0,1.65,0
2015-08-22,232.662,234.957,222.704,230.39,23205900,2.13,1.96,0,1.38,0
2015-08-23,230.376,232.705,225.58,228.169,18406600,1.95,2.24,2.32,2.13,1.6
2015-08-24,228.112,228.139,210.443,210.495,59220700,2.73,2.92,1.96,2.91,2
2015-08-25,210.068,226.321,199.567,221.609,61089200,2.49,2.04,0,1.56,0.66
2015-08-26,222.076,231.183,220.204,225.831,31808000,2.19,3.68,0,2.49,1.34
2015-08-27,226.05,228.643,223.684,224.769,21905400,1.95,2.24,0,1.83,0.68
2015-08-28,224.701,235.219,220.926,231.396,31336600,2.13,2.32,2.08,2.13,0
