Date,Open,High,Low,Close,Volume,bitcoin,blockchain,bitcoinrise,buy bitcoin,sell bitcoin
2016-07-18,679.809,681.555,668.625,673.106,69465000,1.83,8.25,0,0.96,0.87
2016-07-19,672.738,673.277,667.632,672.864,61203300,1.92,11,0,1.35,2.58
2016-07-20,672.806,672.929,663.36,665.685,94636400,1.65,9.79,0,1.56,0
2016-07-21,665.228,666.219,660.415,665.012,60491800,1.8,7.48,0,1.17,1.77
2016-07-22,664.922,666.583,646.722,650.619,134169000,1.71,6.6,0,0.6,0.9
2016-07-23,650.726,656.366,648.524,655.556,69532200,1.71,5.83,0,1.8,0
2016-07-24,655.41,663.11,652.793,661.285,118184000,1.59,8.03,0,1.35,3
2016-07-25,661.263,661.828,653.395,654.097,78176496,1.8,9.35,0,1.71,0
2016-07-26,654.226,656.225,645.879,651.784,225135008,1.95,9.57,0,1.92,0
2016-07-27,651.627,657.456,648.447,654.352,147460992,2.16,7.92,0,1.92,0
2016-07-28,654.492,657.595,654.492,655.035,86428400,1.89,10.01,0,1.74,0.87
2016-07-29,655.111,657.796,654.786,656.992,60703500,1.74,11,1.04,3,1.8
2016-07-30,657.012,658.223,654.209,655.047,38456100,1.62,4.62,1.14,1.11,0
2016-07-31,655.1,655.285,624.365,624.681,110818000,1.89,3.96,0,1.56,2.01
2016-08-01,624.602,626.119,605.884,606.272,121887000,1.56,8.03,0,1.77,0.72
2016-08-02,606.397,612.848,531.334,547.465,330932992,1.68,8.25,0,0.96,0.72
2016-08-03,548.656,573.36,541.547,566.355,207982000,3,9.79,0,3,0.75
2016-08-04,566.329,579.496,565.777,578.289,125292000,2.19,9.9,0,1.8,0.75
2016-08-05,578.281,578.281,569.982,575.043,66127900,1.74,6.71,0,1.5,0
2016-08-06,575.03,588.396,569.469,587.778,80797296,1.41,5.06,3,0.99,0.9
2016-08-07,587.771,597.513,586.816,592.69,82398400,1.56,6.71,0,1.44,0
2016-08-08,592.736,592.994,588.047,591.054,61194100,1.59,8.8,2.46,1.62,0
2016-08-09,591.038,591.091,584.793,587.801,92228096,1.41,9.79,0,1.83,0.75
2016-08-10,587.648,599.984,586.371,592.103,102905000,1.44,7.37,0,0.81,1.5
2016-08-11,592.124,597.542,589.12,589.12,74514400,1.44,7.81,0,0.84,0
2016-08-12,588.798,589.91,583.811,587.559,69218000,1.35,8.8,0,1.71,0
2016-08-13,587.357,589.774,584.979,585.588,43563000,1.2,4.07,0,1.92,0
2016-08-14,585.589,585.666,564.781,570.473,60851100,1.23,4.95,0,1.68,0
2016-08-15,570.494,573.58,563.24,567.24,57262300,1.35,8.14,0,0.66,0.81
2016-08-16,567.243,581.738,566.716,577.439,58405200,1.38,9.46,0,0.84,0
2016-08-17,577.761,580.894,571.43,573.216,54443000,1.41,8.69,0,1.68,0
2016-08-18,573.707,577.792,573.43,574.318,59896600,1.26,7.04,0,0.84,0
2016-08-19,574.339,578.238,574.182,575.63,50631600,1.11,8.36,0,0.42,0
2016-08-20,576.084,582.818,575.457,581.697,45301400,1.2,4.51,0,1.71,1.8
2016-08-21,581.939,584.158,580.218,581.308,38299400,1.23,6.05,0,0.96,0
2016-08-22,581.311,588.448,580.594,586.753,72844000,1.32,10.45,0,1.47,0
2016-08-23,586.771,589.474,581.634,583.415,85349200,1.23,7.92,2.55,1.44,0.78
2016-08-24,583.412,583.59,579.855,580.182,56328200,1.44,10.78,0,1.02,3
2016-08-25,580.18,580.451,575.167,577.761,136130000,1.29,10.67,0,0.99,0
2016-08-26,577.753,580.623,576.858,579.651,48856800,1.35,7.92,0,0.81,0
2016-08-27,579.452,579.845,568.63,569.947,59698300,1.08,7.37,0,1.59,0.84
2016-08-28,569.83,574.038,569.74,573.912,86301600,1.35,5.61,0,2.52,0
2016-08-29,574.071,576.278,573.465,574.107,110398000,1.2,8.14,0,1.74,0.72
2016-08-30,574.114,578.357,574.114,577.503,70342400,1.14,10.67,0,1.92,1.41
2016-08-31,577.591,577.861,573.642,575.472,75840896,1.17,11,0,2.13,2.13
2016-09-01,575.546,576.311,571.814,572.303,76923400,2.46,10.14,5.16,1.71,0.84
2016-09-02,572.41,575.643,570.811,575.537,79910800,2.37,9.75,0,1.98,0
2016-09-03,575.555,599.5,574.056,598.212,159014000,2.31,8.58,6,2.22,0
2016-09-04,598.59,611.837,596.848,608.634,97942896,2.46,7.15,0,1.29,0.96
2016-09-05,608.99,609.055,602.242,606.59,82446800,2.67,8.32,0,2.88,0
2016-09-06,606.506,610.83,605.091,610.436,78529104,2.49,7.8,0,1.47,0.84
2016-09-07,610.573,614.545,608.513,614.544,75032400,2.34,9.49,0,1.14,0
2016-09-08,614.635,628.77,613.844,626.316,86713000,2.7,8.97,5.22,0.78,0.87
2016-09-09,626.352,626.83,620.263,622.861,64550200,2.64,8.58,0,1.98,0.9
2016-09-10,622.927,625.095,622.395,623.509,45016800,2.52,6.24,6,0.45,3
2016-09-11,623.424,628.818,600.506,606.719,73610800,2.43,4.68,0,1.53,0.99
2016-09-12,607.005,608.459,605.411,608.243,72812304,2.55,10.4,0,1.53,1.74
2016-09-13,608.025,611.193,606.925,609.241,86920600,3,8.97,0,2.25,0
2016-09-14,608.841,611.952,608.41,610.684,47877700,2.52,10.66,0,2.64,0.84
2016-09-15,610.588,611.086,607.155,607.155,59464600,2.64,10.66,0,1.68,0.84
2016-09-16,607.246,609.261,606.735,606.973,64963400,2.79,8.84,0,2.7,0
2016-09-17,607.218,607.86,605.192,605.984,37140300,2.25,7.15,0,1.5,0
2016-09-18,606.283,610.158,605.856,609.874,48679400,2.22,7.8,0,1.86,0
2016-09-19,609.871,610.932,608.27,609.227,54796400,1.98,8.71,0,2.01,0
2016-09-20,609.254,609.525,607.938,608.312,72710896,2.58,13,0,1.83,0
2016-09-21,603.588,603.588,595.883,597.149,82776200,2.58,10.4,0,1.29,0.84
2016-09-22,597.279,598.487,596.213,596.298,67085300,2.31,7.8,0,1.5,0.84
2016-09-23,596.199,603.205,595.786,602.842,51067000,2.46,9.49,0,2.13,0.87
2016-09-24,602.961,604.58,602.045,602.625,35359500,2.49,6.63,0,2.19,1.98
2016-09-25,602.749,603.381,599.711,600.826,33977800,2.37,5.46,5.76,3,1.95
2016-09-26,600.807,608.143,600.349,608.043,59153800,2.16,8.71,0,1.08,0
2016-09-27,608.022,608.248,604.11,606.166,49422400,2.19,10.53,0,2.01,0.84
2016-09-28,606.243,606.59,604.607,604.728,48722600,2.43,8.32,0,0.93,0
2016-09-29,605.019,606.824,604.848,605.693,55658600,2.19,10.66,4.98,2.19,2.49
2016-09-30,605.715,609.735,604.142,609.735,56122400,2.19,10.53,0,2.88,2.61
2016-10-01,609.929,615.237,609.929,613.983,56357000,2.04,5.85,0,2.64,4
2016-10-02,613.948,614.005,609.682,610.892,39249800,1.86,6.75,0,1.68,2.56
2016-10-03,610.968,612.568,610.455,612.133,46798300,2.34,8.55,0,2,0
2016-10-04,612.052,612.054,609.479,610.204,49801600,1.98,9.6,0,1.52,1.12
2016-10-05,610.218,613.814,609.617,612.511,68077504,2.13,10.2,0,2.52,0
2016-10-06,612.47,613.819,611.469,613.021,56812100,2.07,7.8,0,1.76,1.16
2016-10-07,612.608,617.912,611.821,617.121,64071400,2.19,8.55,0,2.08,1.2
2016-10-08,617.341,619.849,617.341,619.108,42345900,2.04,6.15,0,1.76,1.32
2016-10-09,619.172,619.198,616.607,616.752,39243400,2.37,5.4,0,3.2,2.64
2016-10-10,616.822,621.318,616.197,618.994,67481104,2.16,9.3,0,2.84,2.32
2016-10-11,619.238,642.08,618.5,641.072,103590000,2.52,9.3,0,3.08,2.32
2016-10-12,640.871,641.337,635.965,636.192,92370200,2.64,12.9,0,3.08,0
2016-10-13,636.03,638.833,635.029,636.786,61620700,2.31,15,0,2.04,0
2016-10-14,637.008,641.285,637.008,640.378,58144600,2.34,8.85,5,2.12,0
2016-10-15,640.311,642.102,637.39,638.646,39035400,2.31,6.45,0,2.92,1.32
2016-10-16,639.083,642.898,638.901,641.631,40298100,2.1,4.65,0,4,3.88
2016-10-17,641.818,642.328,638.663,639.193,58063600,2.34,9.75,0,2.52,2.28
2016-10-18,639.411,640.736,635.996,637.96,65546700,2.13,9.75,4.7,1.24,1.12
2016-10-19,638.134,638.874,628.013,630.52,69381696,2.1,10.05,0,1.72,0
2016-10-20,630.663,631.917,628.258,630.857,56957300,2.22,9,0,2.48,0
2016-10-21,630.825,634.094,630.694,632.828,55951000,1.89,10.35,0,3.12,3.56
2016-10-22,633.136,658.197,632.85,657.294,78556496,2.19,6.45,0,2.64,1.32
2016-10-23,657.621,661.129,653.886,657.071,54474600,2.34,8.55,0,2,2.6
2016-10-24,657.161,657.252,652.595,653.761,62218200,2.34,10.8,0,1,2.28
2016-10-25,654.002,664.424,653.698,657.588,90378800,2.22,10.5,0,2.2,1.12
2016-10-26,657.678,679.728,657.678,678.304,88877104,2.61,12.15,4.7,3,2.28
2016-10-27,678.214,688.594,678.04,688.313,96105296,2.76,10.05,0,1,2.32
2016-10-28,688,690.444,684.162,689.651,81145504,2.85,10.2,0,2.92,1.2
2016-10-29,690.289,720.402,690.052,714.479,134760992,3,6.9,0,3.84,2.68
2016-10-30,714.118,714.118,696.475,701.864,100665000,2.73,8.25,0,2.04,1.32
2016-10-31,702.64,709.289,691.682,700.972,97064400,2.64,11.1,0,1.52,1.16
2016-11-01,701.337,736.452,701.337,729.793,130527000,3.24,9.92,3.72,3.28,2.6
2016-11-02,730.066,740.829,722.349,740.829,84865200,3.12,13.92,0,2.68,1.3
2016-11-03,742.346,745.773,678.156,688.7,172808000,3.36,13.12,0,1.92,5
2016-11-04,689.124,706.93,685.563,703.235,99907696,3.04,12.8,0,1.64,1.3
2016-11-05,703.525,707.51,697.739,703.418,53752300,2.92,7.84,0,1.8,1.45
2016-11-06,703.812,714.258,699.56,711.522,59902200,2.72,7.52,0,2.16,4.25
2016-11-07,710.736,710.736,699.903,703.131,65047100,2.72,13.92,3.48,2.04,1.2
2016-11-08,703.089,712.987,702.39,709.848,79660800,2.68,16,0,1.2,2.45
2016-11-09,709.825,740.046,708.61,723.273,132429000,4,9.28,0,2.56,0
2016-11-10,722.844,723.018,711.21,715.534,68807800,3.12,10.4,0,3.2,0
2016-11-11,715.555,718.318,714.41,716.411,63119700,2.68,11.52,0,0.72,1.3
2016-11-12,716.752,717.148,704.035,705.054,64622500,2.88,8.48,0,2.24,0
2016-11-13,705.196,705.257,687.315,702.031,80318096,2.76,10.24,4,1.96,2.8
2016-11-14,701.997,706.284,699.808,705.021,62993000,3,10.56,0,2.08,1.25
2016-11-15,705.794,715.718,705.26,711.619,72038496,2.64,14.4,3.56,1.2,2.5
2016-11-16,711.167,747.615,709.039,744.198,141294000,3.04,13.92,0,1.4,2.5
2016-11-17,744.876,755.645,739.511,740.977,108579000,3.08,14.08,0,2.28,3.75
2016-11-18,740.705,752.882,736.89,751.585,87363104,3.04,12.32,0,2,1.3
2016-11-19,751.833,756.237,744.467,751.616,110608000,2.72,8,0,2.6,2.9
2016-11-20,751.879,755.48,717.944,731.026,154116000,2.72,7.36,0,2.56,1.4
2016-11-21,731.265,741.722,730.51,739.248,60802400,3.16,12.16,0,1.56,1.25
2016-11-22,739.643,753.87,736.527,751.347,129906000,3.12,15.04,0,1.56,3.7
2016-11-23,751.741,752.25,738.924,744.594,76543800,2.92,12.16,0,1.88,2.45
2016-11-24,744.62,746.832,733.49,740.289,85919296,3.12,15.52,0,2.32,1.3
2016-11-25,740.442,741.649,734.591,741.649,67807600,3.04,9.12,0,2.48,3.85
2016-11-26,741.511,742.214,729.625,735.382,54962700,3,9.92,0,2.36,1.4
2016-11-27,735.437,739.018,731.085,732.035,52601800,2.96,8.32,3.88,4,4.1
2016-11-28,732.484,738.006,732.484,735.813,61888600,3.12,13.12,0,2.8,2.35
2016-11-29,736.329,737.471,734.559,735.604,68511104,3.36,15.2,3.36,3.32,1.2
2016-11-30,736.284,747.929,736.265,745.691,84070800,3.04,14.72,0,3,3.6
2016-12-01,746.046,758.275,746.046,756.774,80461904,2.32,11.7,0,2.2,1.08
2016-12-02,757.545,781.296,757.545,777.944,127605000,2.6,12.6,0,2.65,2.22
2016-12-03,778.248,778.248,764.856,771.155,69547296,2.16,9.75,0,2.3,2.46
2016-12-04,771.638,773.872,768.161,773.872,60557900,2.2,9.75,0,1.6,1.14
2016-12-05,773.394,773.468,751.713,758.7,106363000,2.56,12.3,0,1.8,0.96
2016-12-06,758.72,765.622,758.72,764.224,116218000,2.28,10.5,0,3.85,2.04
2016-12-07,764.211,771.543,759.75,768.132,96426096,2.32,12.75,0,2.45,2.1
2016-12-08,768.076,774.698,765.946,770.81,80111904,2.36,12.75,0,1.85,3.24
2016-12-09,769.944,774.528,769.649,772.794,68705296,2.12,15,0,1.9,4.44
2016-12-10,773.023,777.092,772.91,774.65,53843100,1.92,7.8,0,2.95,1.26
2016-12-11,774.752,774.798,765.412,769.731,57313400,2.4,7.65,0,1.8,1.2
2016-12-12,770.04,781.922,770.04,780.087,76571000,2.44,12.15,0,3.5,3.12
2016-12-13,780.647,788.46,777.962,780.556,81645600,2.2,9.75,0,2.5,2.1
2016-12-14,780.005,782.034,776.839,781.481,75979000,2.36,11.4,0,2.15,2.1
2016-12-15,780.07,781.435,777.802,778.088,81580096,2.32,12,4.8,2.75,3.24
2016-12-16,778.963,785.032,778.963,784.907,83608200,2.28,12.75,2.58,3.5,0
2016-12-17,785.166,792.509,784.864,790.829,78989800,2.04,6.45,0,1.7,5.04
2016-12-18,791.008,794.737,788.026,790.53,60524400,2.24,7.5,2.76,2.55,1.26
2016-12-19,790.692,793.611,790.32,792.714,74886400,2.36,10.8,0,2.95,3.24
2016-12-20,792.247,801.337,791.497,800.876,99629296,2.44,10.65,0,1.5,1.08
2016-12-21,800.644,834.281,799.405,834.281,155576000,3,9.45,0,3.1,4.56
2016-12-22,834.18,875.782,834.149,864.54,200027008,3.8,10.8,0,2.15,2.34
2016-12-23,864.888,925.117,864.677,921.984,275564000,3.6,10.8,2.64,4.9,6
2016-12-24,922.18,923.479,886.335,898.822,137727008,3.36,8.4,6,2.05,0
2016-12-25,899.652,899.652,862.424,896.183,143664992,3.12,5.4,0,1.9,4.2
2016-12-26,896.905,913.184,896.898,907.61,123771000,3.04,9,2.64,3.45,3.6
2016-12-27,908.354,940.048,904.255,933.198,167308000,3.72,9.6,0,3.05,1.14
2016-12-28,934.831,975.921,934.831,975.921,236630000,4,10.35,0,5,3.42
2016-12-29,975.125,979.397,954.503,973.497,199320000,3.84,9,2.58,3.75,1.14
2016-12-30,972.535,972.535,934.833,961.238,187474000,3.52,7.5,2.64,4.3,4.8
2016-12-31,960.627,963.743,947.236,963.743,99135104,2.52,5.7,2.88,2.9,3.96
2017-01-01,963.658,1003.08,958.699,998.325,147775008,2.88,9.69,0,3.12,2.94
2017-01-02,998.617,1031.39,996.702,1021.75,222184992,4.2,8.67,3.15,3.6,3.64
2017-01-03,1021.6,1044.08,1021.6,1043.84,185168000,4.14,13.6,2.97,2.88,2.38
2017-01-04,1044.4,1159.42,1044.4,1154.73,344945984,4.5,13.6,9,4.02,7
2017-01-05,1156.73,1191.1,910.417,1013.38,510199008,6,13.94,6.12,6,3.57
2017-01-06,1014.24,1046.81,883.944,902.201,351876000,4.44,13.09,3.15,4.92,4.83
2017-01-07,903.487,908.585,823.556,908.585,279550016,4.26,8.5,0,4.02,1.33
2017-01-08,908.175,942.724,887.249,911.199,158715008,3.72,9.18,3.33,4.44,3.85
2017-01-09,913.244,913.686,879.807,902.828,141876992,3.6,11.05,0,5.34,2.24
2017-01-10,902.44,914.873,901.06,907.679,115808000,3.36,13.09,0,1.86,3.36
2017-01-11,908.115,919.448,762.765,777.757,310928992,3.78,12.75,2.88,4.2,4.48
2017-01-12,775.178,826.246,755.756,804.834,222326000,3.72,14.45,2.97,4.08,4.55
2017-01-13,803.737,829.001,780.003,823.984,168968000,3.42,9.86,2.97,3.24,1.19
2017-01-14,825.142,835.085,812.456,818.412,93063296,2.82,6.29,0,4.02,5.18
2017-01-15,818.142,823.307,812.871,821.798,71013600,2.7,8.84,0,2.7,5.04
2017-01-16,821.783,834.53,820.271,831.534,82755200,2.46,11.22,0,2.4,3.43
2017-01-17,830.946,910.561,830.796,907.938,155095008,3,12.92,0,3.78,0
2017-01-18,909.373,917.499,858.304,886.618,225676992,2.64,14.96,0,2.7,4.41
2017-01-19,888.335,904.614,884.338,899.073,105625000,2.52,17,0,3.3,5.53
2017-01-20,898.172,899.398,887.008,895.026,86728400,2.7,11.56,0,3.06,1.19
2017-01-21,895.549,927.367,895.535,921.789,111158000,2.4,7.14,0,2.7,1.26
2017-01-22,922.205,937.525,897.564,924.673,116573000,2.58,10.37,0,2.88,1.26
2017-01-23,925.499,928.266,916.738,921.012,73588600,2.64,12.07,0,2.16,3.29
2017-01-24,910.677,924.145,892.286,892.687,111349000,2.64,13.09,0,1.98,0
2017-01-25,891.924,903.252,891.687,901.542,120831000,2.4,12.41,2.88,2.76,4.48
2017-01-26,902.395,919.326,902.224,917.586,131958000,2.46,13.6,0,3.12,2.24
2017-01-27,918.359,923.223,915.846,919.75,125594000,2.46,12.41,0,2.88,1.19
2017-01-28,919.811,923.911,919.811,921.59,68979600,2.64,10.88,0,2.94,2.59
2017-01-29,922.067,923.418,919.148,919.496,60851700,2.52,7.31,0,1.68,2.59
2017-01-30,920.151,923.048,919.474,920.382,78227296,2.4,10.37,0,4.86,5.46
2017-01-31,920.959,972.019,920.959,970.403,164582000,2.7,13.09,2.88,1.62,4.41
2017-02-01,970.941,989.114,970.742,989.023,150110000,3.78,12.96,0,2.9,0
2017-02-02,990.001,1013.52,983.221,1011.8,145820992,4.44,15.48,4.85,1.95,3.24
2017-02-03,1011.46,1033.87,1008.79,1029.91,201278000,4.02,13.68,0,3.3,1.14
2017-02-04,1031.33,1045.9,1015.16,1042.9,155064000,3.96,7.74,0,3.4,1.2
2017-02-05,1043.52,1043.63,1022.37,1027.34,114208000,3.72,6.48,0,3.3,3.54
2017-02-06,1028.4,1044.64,1028.16,1038.15,111762000,3.6,15.12,0,2.3,4.26
2017-02-07,1040.14,1061.93,1040.14,1061.35,146007008,3.78,14.58,0,3.15,0
2017-02-08,1062.32,1078.97,1037.49,1063.07,201855008,4.08,16.74,0,3.6,2.16
2017-02-09,1064.7,1088.99,953.344,994.383,407220000,4.56,15.3,0,3.2,3.24
2017-02-10,995.632,998.905,946.691,988.674,190452000,3.96,18,0,3.55,1.14
2017-02-11,988.898,1009.29,982.83,1004.45,102261000,3.9,11.16,0,1.95,0
2017-02-12,1003.52,1004.76,996.921,999.181,67530000,3.6,11.16,0,2.9,2.46
2017-02-13,998.885,1002.1,976.002,990.642,100607000,3.48,12.96,0,1.85,1.02
2017-02-14,991.735,1011.51,986.471,1004.55,137946000,3.54,17.1,0,1.5,2.16
2017-02-15,1006.21,1008.84,1001.58,1007.48,89759400,3.6,15.66,4.85,3,1.08
2017-02-16,1007.65,1033.37,1007.65,1027.44,122277000,4.02,17.1,4.85,2.95,3.18
2017-02-17,1026.12,1053.17,1025.64,1046.21,136474000,3.66,16.02,0,3.2,2.16
2017-02-18,1049.21,1061.1,1046.96,1054.42,99073504,3.78,9.18,0,1.95,3.72
2017-02-19,1054.76,1056.81,1043.46,1047.87,77423296,3.24,12.24,0,3.9,1.2
2017-02-20,1048.69,1080.49,1041.69,1079.98,109478000,3.36,13.86,0,4.25,2.16
2017-02-21,1079.28,1117.25,1076.93,1115.3,186868992,4.38,16.02,0,3.55,0
2017-02-22,1114.8,1125.39,1100.55,1117.44,136100000,4.44,15.48,0,5,4.2
2017-02-23,1117.27,1176.62,1116.96,1166.72,189454000,4.86,16.02,4.85,4.3,3.24
2017-02-24,1172.71,1200.39,1131.96,1173.68,330759008,6,15.84,5,2.4,5.58
2017-02-25,1170.41,1174.85,1124.59,1143.84,139960992,5.1,11.34,0,4.7,2.52
2017-02-26,1144.27,1167.47,1130.2,1165.2,116486000,4.08,9,0,3.8,6
2017-02-27,1163.78,1181.98,1163.38,1179.97,131570000,4.74,15.66,0,4.1,3.12
2017-02-28,1180.72,1193.25,1171.82,1179.97,184956000,4.74,17.1,0,1.25,0
2017-03-01,1180.04,1222.5,1179.69,1222.5,229056992,4.13,18.9,4.1,4.74,2.1
2017-03-02,1224.68,1262.13,1215.62,1251.01,368275008,5.11,19.53,4.1,4.68,2.1
2017-03-03,1250.71,1280.31,1250.71,1274.99,315739008,6.16,18.69,0,4.92,3.66
2017-03-04,1277.43,1279.4,1230.51,1255.15,183270000,5.18,11.34,0,5.04,2.46
2017-03-05,1254.29,1267.29,1238.06,1267.12,134127000,4.06,12.81,0,3.84,3.3
2017-03-06,1267.47,1276,1264.6,1272.83,153656992,4.83,21,0,6,1.38
2017-03-07,1273.21,1275.55,1204.8,1223.54,291256000,4.76,20.37,0,2.82,3.42
2017-03-08,1223.23,1232.16,1148.08,1150,332603008,5.39,17.85,4.2,3,0.72
2017-03-09,1150.35,1197.46,1141.23,1188.49,212283008,4.83,19.32,0,4.2,3.6
2017-03-10,1189.36,1270.47,1077.25,1116.72,563795968,7,17.22,0,4.38,2.28
2017-03-11,1116.32,1193.83,1116.32,1175.83,283320000,5.11,11.97,9.7,6,0.84
2017-03-12,1176.62,1226.98,1175.36,1221.38,227176000,4.34,12.18,4.7,5.34,4.02
2017-03-13,1221.78,1237.37,1217.03,1231.92,380276992,4.55,15.96,7.8,4.5,2.7
2017-03-14,1232.16,1244.81,1220.72,1240,245306000,4.13,17.22,0,3.66,0.72
2017-03-15,1240.16,1251.61,1239.75,1249.61,297804992,4.2,18.06,4.3,3.24,0.72
2017-03-16,1251.33,1257.98,1152.44,1187.81,638568000,4.27,17.22,4.3,1.44,1.5
2017-03-17,1180.16,1180.16,1099.57,1100.23,706598976,4.2,16.59,0,5.28,1.5
2017-03-18,1099.69,1114.07,957.655,973.818,621302016,5.04,13.23,9.8,4.92,1.68
2017-03-19,976.73,1069.91,976.73,1036.74,406648000,4.69,11.34,0,4.14,2.52
2017-03-20,1037.24,1063.03,1036.68,1054.23,286529984,4.62,19.95,0,4.62,0.72
2017-03-21,1055.36,1122.43,1055.36,1120.54,337391008,4.34,17.01,0,4.62,0.72
2017-03-22,1120.65,1120.65,1014.21,1049.14,380840992,4.27,18.06,0,5.04,3.66
2017-03-23,1050.05,1058.01,1028.93,1038.59,248540000,3.92,18.27,8.5,3.3,2.94
2017-03-24,1038.45,1040.47,934.358,937.52,491038016,4.27,14.07,0,4.14,2.28
2017-03-25,936.54,975.761,903.713,972.779,435803008,4.69,8.19,10,2.64,6
2017-03-26,974.015,1007.96,954.186,966.725,303668000,3.71,10.5,4.9,3.06,3.42
2017-03-27,972.055,1046.4,971.984,1045.77,372535008,3.99,15.96,0,3.42,0.72
2017-03-28,1044.58,1064.65,1027.73,1047.15,326332000,3.71,14.91,0,3.9,0.72
2017-03-29,1046.08,1055.13,1015.88,1039.97,298457984,3.85,17.64,0,3.66,2.22
2017-03-30,1042.21,1049.29,1020.04,1026.43,352968992,3.43,17.01,0,2.7,0.78
2017-03-31,1026.64,1074.92,1026.64,1071.79,447287008,3.29,13.86,0,3.12,2.28
2017-04-01,1071.71,1091.72,1061.09,1080.5,289633984,4.44,11.8,2.45,2.82,3.96
2017-04-02,1080.61,1107.59,1075.45,1102.17,514187008,4.62,12.8,0,2.82,2.64
2017-04-03,1102.95,1151.74,1102.95,1143.81,580444032,5.22,18.2,2.1,2.82,4.56
2017-04-04,1145.52,1156.44,1120.52,1133.25,436310016,5.04,14.8,2.1,3.84,1.14
2017-04-05,1134.14,1135.09,1113.63,1124.78,414784000,4.98,16.4,0,3.84,2.28
2017-04-06,1125.81,1188.37,1125.81,1182.68,511222016,5.22,16,0,3.48,5.76
2017-04-07,1178.94,1186.58,1163.39,1176.9,317022016,4.92,15.4,2.2,1.92,3.6
2017-04-08,1172.65,1184.98,1162.58,1175.95,209312000,4.68,8.8,0,2.58,2.64
2017-04-09,1176.57,1197.21,1171.86,1187.87,242343008,4.38,11.6,0,4.02,1.32
2017-04-10,1187.3,1190.34,1179.04,1187.13,215883008,4.74,14.8,0,3.42,3.42
2017-04-11,1187.46,1208.07,1187.46,1205.01,216182000,5.52,16,2.15,2.88,2.34
2017-04-12,1204.81,1207.14,1196.76,1200.37,288702016,5.46,14.2,0,4.98,3.48
2017-04-13,1201.02,1205.89,1156.44,1169.28,351968992,5.16,14.6,4.55,3.9,2.46
2017-04-14,1170.33,1190.8,1159.79,1167.54,254827008,5.1,15.4,0,4.14,3.9
2017-04-15,1167.3,1188,1164.96,1172.52,203559008,4.44,11,2.5,3.42,1.38
2017-04-16,1172.61,1187.22,1172.61,1182.94,183231008,4.56,10.2,2.55,2.94,2.76
2017-04-17,1183.25,1194.9,1172.65,1193.91,253206000,5.22,18.2,2.2,3.18,1.2
2017-04-18,1193.77,1217.57,1193.77,1211.67,270524000,5.28,17.2,0,2.4,2.28
2017-04-19,1212.13,1215.51,1205.08,1210.29,288060992,4.98,17.6,0,3.78,1.14
2017-04-20,1211.08,1240.79,1208.41,1229.08,315108000,4.8,14.4,0,3.06,5.7
2017-04-21,1229.42,1235.94,1215.56,1222.05,272167008,4.92,14.8,0,3.84,6
2017-04-22,1222.71,1235.56,1208.47,1231.71,249320000,4.68,10.2,0,3.96,3.96
2017-04-23,1231.92,1232.2,1203.94,1207.21,258951008,4.44,12.2,0,4.74,1.26
2017-04-24,1209.63,1250.94,1209.63,1250.15,235806000,5.04,17,0,2.22,2.28
2017-04-25,1250.45,1267.58,1249.97,1265.49,242556000,4.98,19.4,0,3.36,3.36
2017-04-26,1265.99,1294.83,1265.93,1281.08,329631008,5.88,19.2,4.15,3.6,2.22
2017-04-27,1281.88,1319.7,1281.3,1317.73,449196992,6,19.2,0,3.24,1.14
2017-04-28,1317.74,1331.28,1292.37,1316.48,527488992,5.58,20,0,3.36,2.34
2017-04-29,1317.84,1327.2,1315.21,1321.79,422705984,5.4,12.6,5,6,0
2017-04-30,1321.87,1347.91,1314.92,1347.89,413115008,5.46,14.2,2.5,4.08,1.38
2017-05-01,1348.3,1434.32,1348.3,1421.6,713624000,3.36,13.16,0,2.88,3.38
2017-05-02,1421.03,1473.9,1415.69,1452.82,477337984,3.5,16.24,0,2.88,1.04
2017-05-03,1453.78,1492.77,1447.49,1490.09,583795968,3.78,16.8,0,3.04,5.07
2017-05-04,1490.72,1608.91,1490.72,1537.67,933548992,4.76,17.92,3.23,3.36,6.24
2017-05-05,1540.87,1618.03,1530.31,1555.45,946035968,4.48,18.2,0,3.52,8.58
2017-05-06,1556.81,1578.8,1542.5,1578.8,582529984,3.92,11.76,0,3.04,5.98
2017-05-07,1579.47,1596.72,1559.76,1596.71,1080029952,3.64,11.48,0,4.8,3.64
2017-05-08,1596.92,1723.35,1596.92,1723.35,1340320000,3.92,17.36,0,3.68,5.2
2017-05-09,1723.89,1833.49,1716.3,1755.36,1167920000,5.18,17.08,0,3.52,7.15
2017-05-10,1756.52,1788.44,1719.1,1787.13,915723008,4.9,18.76,0,5.76,3.12
2017-05-11,1780.37,1873.93,1755.35,1848.57,799489984,5.46,17.08,3.23,3.52,8.45
2017-05-12,1845.76,1856.15,1694.01,1724.24,740984000,6.02,20.44,3.23,5.28,3.25
2017-05-13,1723.12,1812.99,1651.08,1804.91,579635008,6.44,11.76,3.74,4.96,4.81
2017-05-14,1800.86,1831.42,1776.62,1808.91,437196000,5.6,12.32,0,5.76,3.64
2017-05-15,1808.44,1812.8,1708.54,1738.43,731529024,7.84,17.92,0,5.44,4.29
2017-05-16,1741.7,1785.94,1686.54,1734.45,959044992,6.44,18.48,0,4.96,6.63
